https://www.digikey.com/products/en/integrated-circuits-ics/audio-special-purpose/741,Audio Special Purpose
https://www.digikey.com/products/en/integrated-circuits-ics/clock-timing-application-specific/763,Clock/Timing - Application Specific
https://www.digikey.com/products/en/integrated-circuits-ics/clock-timing-clock-buffers-drivers/764,"Clock/Timing - Clock Buffers, Drivers"
https://www.digikey.com/products/en/integrated-circuits-ics/clock-timing-clock-generators-plls-frequency-synthesizers/728,"Clock/Timing - Clock Generators, PLLs, Frequency Synthesizers"
https://www.digikey.com/products/en/integrated-circuits-ics/clock-timing-delay-lines/688,Clock/Timing - Delay Lines
https://www.digikey.com/products/en/integrated-circuits-ics/clock-timing-ic-batteries/762,Clock/Timing - IC Batteries
https://www.digikey.com/products/en/integrated-circuits-ics/clock-timing-programmable-timers-and-oscillators/689,Clock/Timing - Programmable Timers and Oscillators
https://www.digikey.com/products/en/integrated-circuits-ics/clock-timing-real-time-clocks/690,Clock/Timing - Real Time Clocks
https://www.digikey.com/products/en/integrated-circuits-ics/data-acquisition-adcs-dacs-special-purpose/768,Data Acquisition - ADCs/DACs - Special Purpose
https://www.digikey.com/products/en/integrated-circuits-ics/data-acquisition-analog-front-end-afe/724,Data Acquisition - Analog Front End (AFE)
https://www.digikey.com/products/en/integrated-circuits-ics/data-acquisition-analog-to-digital-converters-adc/700,Data Acquisition - Analog to Digital Converters (ADC)
https://www.digikey.com/products/en/integrated-circuits-ics/data-acquisition-digital-potentiometers/717,Data Acquisition - Digital Potentiometers
https://www.digikey.com/products/en/integrated-circuits-ics/data-acquisition-digital-to-analog-converters-dac/701,Data Acquisition - Digital to Analog Converters (DAC)
https://www.digikey.com/products/en/integrated-circuits-ics/data-acquisition-touch-screen-controllers/775,Data Acquisition - Touch Screen Controllers
https://www.digikey.com/products/en/integrated-circuits-ics/embedded-cplds-complex-programmable-logic-devices/695,Embedded - CPLDs (Complex Programmable Logic Devices)
https://www.digikey.com/products/en/integrated-circuits-ics/embedded-dsp-digital-signal-processors/698,Embedded - DSP (Digital Signal Processors)
https://www.digikey.com/products/en/integrated-circuits-ics/embedded-fpgas-field-programmable-gate-array/696,Embedded - FPGAs (Field Programmable Gate Array)
https://www.digikey.com/products/en/integrated-circuits-ics/embedded-fpgas-field-programmable-gate-array-with-microcontrollers/767,Embedded - FPGAs (Field Programmable Gate Array) with Microcontrollers
https://www.digikey.com/products/en/integrated-circuits-ics/embedded-microcontroller-microprocessor-fpga-modules/721,"Embedded - Microcontroller, Microprocessor, FPGA Modules"
https://www.digikey.com/products/en/integrated-circuits-ics/embedded-microcontrollers/685,Embedded - Microcontrollers
https://www.digikey.com/products/en/integrated-circuits-ics/embedded-microcontrollers-application-specific/769,Embedded - Microcontrollers - Application Specific
https://www.digikey.com/products/en/integrated-circuits-ics/embedded-microprocessors/694,Embedded - Microprocessors
https://www.digikey.com/products/en/integrated-circuits-ics/embedded-plds-programmable-logic-device/719,Embedded - PLDs (Programmable Logic Device)
https://www.digikey.com/products/en/integrated-circuits-ics/embedded-system-on-chip-soc/777,Embedded - System On Chip (SoC)
https://www.digikey.com/products/en/integrated-circuits-ics/interface-analog-switches-special-purpose/780,Interface - Analog Switches - Special Purpose
https://www.digikey.com/products/en/integrated-circuits-ics/interface-analog-switches-multiplexers-demultiplexers/747,"Interface - Analog Switches, Multiplexers, Demultiplexers"
https://www.digikey.com/products/en/integrated-circuits-ics/interface-codecs/716,Interface - CODECs
https://www.digikey.com/products/en/integrated-circuits-ics/interface-controllers/753,Interface - Controllers
https://www.digikey.com/products/en/integrated-circuits-ics/interface-direct-digital-synthesis-dds/723,Interface - Direct Digital Synthesis (DDS)
https://www.digikey.com/products/en/integrated-circuits-ics/interface-drivers-receivers-transceivers/710,"Interface - Drivers, Receivers, Transceivers"
https://www.digikey.com/products/en/integrated-circuits-ics/interface-encoders-decoders-converters/709,"Interface - Encoders, Decoders, Converters"
https://www.digikey.com/products/en/integrated-circuits-ics/interface-filters-active/735,Interface - Filters - Active
https://www.digikey.com/products/en/integrated-circuits-ics/interface-i-o-expanders/749,Interface - I/O Expanders
https://www.digikey.com/products/en/integrated-circuits-ics/interface-modems-ics-and-modules/722,Interface - Modems - ICs and Modules
https://www.digikey.com/products/en/integrated-circuits-ics/interface-modules/778,Interface - Modules
https://www.digikey.com/products/en/integrated-circuits-ics/interface-sensor-and-detector-interfaces/752,Interface - Sensor and Detector Interfaces
https://www.digikey.com/products/en/integrated-circuits-ics/interface-sensor-capacitive-touch/560,"Interface - Sensor, Capacitive Touch"
https://www.digikey.com/products/en/integrated-circuits-ics/interface-serializers-deserializers/755,"Interface - Serializers, Deserializers"
https://www.digikey.com/products/en/integrated-circuits-ics/interface-signal-buffers-repeaters-splitters/756,"Interface - Signal Buffers, Repeaters, Splitters"
https://www.digikey.com/products/en/integrated-circuits-ics/interface-signal-terminators/683,Interface - Signal Terminators
https://www.digikey.com/products/en/integrated-circuits-ics/interface-specialized/754,Interface - Specialized
https://www.digikey.com/products/en/integrated-circuits-ics/interface-telecom/702,Interface - Telecom
https://www.digikey.com/products/en/integrated-circuits-ics/interface-uarts-universal-asynchronous-receiver-transmitter/714,Interface - UARTs (Universal Asynchronous Receiver Transmitter)
https://www.digikey.com/products/en/integrated-circuits-ics/interface-voice-record-and-playback/733,Interface - Voice Record and Playback
https://www.digikey.com/products/en/integrated-circuits-ics/linear-amplifiers-audio/742,Linear - Amplifiers - Audio
https://www.digikey.com/products/en/integrated-circuits-ics/linear-amplifiers-instrumentation-op-amps-buffer-amps/687,"Linear - Amplifiers - Instrumentation, OP Amps, Buffer Amps"
https://www.digikey.com/products/en/integrated-circuits-ics/linear-amplifiers-special-purpose/771,Linear - Amplifiers - Special Purpose
https://www.digikey.com/products/en/integrated-circuits-ics/linear-amplifiers-video-amps-and-modules/737,Linear - Amplifiers - Video Amps and Modules
https://www.digikey.com/products/en/integrated-circuits-ics/linear-analog-multipliers-dividers/772,"Linear - Analog Multipliers, Dividers"
https://www.digikey.com/products/en/integrated-circuits-ics/linear-comparators/692,Linear - Comparators
https://www.digikey.com/products/en/integrated-circuits-ics/linear-video-processing/684,Linear - Video Processing
https://www.digikey.com/products/en/integrated-circuits-ics/logic-buffers-drivers-receivers-transceivers/704,"Logic - Buffers, Drivers, Receivers, Transceivers"
https://www.digikey.com/products/en/integrated-circuits-ics/logic-comparators/773,Logic - Comparators
https://www.digikey.com/products/en/integrated-circuits-ics/logic-counters-dividers/731,"Logic - Counters, Dividers"
https://www.digikey.com/products/en/integrated-circuits-ics/logic-fifos-memory/707,Logic - FIFOs Memory
https://www.digikey.com/products/en/integrated-circuits-ics/logic-flip-flops/706,Logic - Flip Flops
https://www.digikey.com/products/en/integrated-circuits-ics/logic-gates-and-inverters/705,Logic - Gates and Inverters
https://www.digikey.com/products/en/integrated-circuits-ics/logic-gates-and-inverters-multi-function-configurable/770,"Logic - Gates and Inverters - Multi-Function, Configurable"
https://www.digikey.com/products/en/integrated-circuits-ics/logic-latches/708,Logic - Latches
https://www.digikey.com/products/en/integrated-circuits-ics/logic-multivibrators/711,Logic - Multivibrators
https://www.digikey.com/products/en/integrated-circuits-ics/logic-parity-generators-and-checkers/720,Logic - Parity Generators and Checkers
https://www.digikey.com/products/en/integrated-circuits-ics/logic-shift-registers/712,Logic - Shift Registers
https://www.digikey.com/products/en/integrated-circuits-ics/logic-signal-switches-multiplexers-decoders/743,"Logic - Signal Switches, Multiplexers, Decoders"
https://www.digikey.com/products/en/integrated-circuits-ics/logic-specialty-logic/703,Logic - Specialty Logic
https://www.digikey.com/products/en/integrated-circuits-ics/logic-translators-level-shifters/732,"Logic - Translators, Level Shifters"
https://www.digikey.com/products/en/integrated-circuits-ics/logic-universal-bus-functions/725,Logic - Universal Bus Functions
https://www.digikey.com/products/en/integrated-circuits-ics/memory/774,Memory
https://www.digikey.com/products/en/integrated-circuits-ics/memory-batteries/766,Memory - Batteries
https://www.digikey.com/products/en/integrated-circuits-ics/memory-configuration-proms-for-fpgas/697,Memory - Configuration Proms for FPGAs
https://www.digikey.com/products/en/integrated-circuits-ics/memory-controllers/736,Memory - Controllers
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-ac-dc-converters-offline-switchers/748,"PMIC - AC DC Converters, Offline Switchers"
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-battery-chargers/781,PMIC - Battery Chargers
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-battery-management/713,PMIC - Battery Management
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-current-regulation-management/734,PMIC - Current Regulation/Management
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-display-drivers/729,PMIC - Display Drivers
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-energy-metering/765,PMIC - Energy Metering
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-full-half-bridge-drivers/746,"PMIC - Full, Half-Bridge Drivers"
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-gate-drivers/730,PMIC - Gate Drivers
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-hot-swap-controllers/718,PMIC - Hot Swap Controllers
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-laser-drivers/681,PMIC - Laser Drivers
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-led-drivers/745,PMIC - LED Drivers
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-lighting-ballast-controllers/751,"PMIC - Lighting, Ballast Controllers"
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-motor-drivers-controllers/744,"PMIC - Motor Drivers, Controllers"
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-or-controllers-ideal-diodes/758,"PMIC - OR Controllers, Ideal Diodes"
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-pfc-power-factor-correction/759,PMIC - PFC (Power Factor Correction)
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-power-distribution-switches-load-drivers/726,"PMIC - Power Distribution Switches, Load Drivers"
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-power-management-specialized/761,PMIC - Power Management - Specialized
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-power-over-ethernet-poe-controllers/779,PMIC - Power Over Ethernet (PoE) Controllers
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-power-supply-controllers-monitors/760,"PMIC - Power Supply Controllers, Monitors"
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-rms-to-dc-converters/740,PMIC - RMS to DC Converters
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-supervisors/691,PMIC - Supervisors
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-thermal-management/738,PMIC - Thermal Management
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-v-f-and-f-v-converters/727,PMIC - V/F and F/V Converters
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-voltage-reference/693,PMIC - Voltage Reference
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-voltage-regulators-dc-dc-switching-controllers/715,PMIC - Voltage Regulators - DC DC Switching Controllers
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-voltage-regulators-dc-dc-switching-regulators/739,PMIC - Voltage Regulators - DC DC Switching Regulators
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-voltage-regulators-linear/699,PMIC - Voltage Regulators - Linear
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-voltage-regulators-linear-switching/776,PMIC - Voltage Regulators - Linear + Switching
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-voltage-regulators-linear-regulator-controllers/757,PMIC - Voltage Regulators - Linear Regulator Controllers
https://www.digikey.com/products/en/integrated-circuits-ics/pmic-voltage-regulators-special-purpose/750,PMIC - Voltage Regulators - Special Purpose
https://www.digikey.com/products/en/integrated-circuits-ics/specialized-ics/686,Specialized ICs
